title,venue,year,author,comment,url,code
Syntactic Ghost: An Imperceptible General-purpose Backdoor Attacks on Pre-trained Language Models,arXiv,2402,"Pengzhou Cheng, Wei Du, Zongru Wu, Fengwei Zhang, Libo Chen, Gongshen Liu","16 pages, 16 figures, 13 tables",https://arxiv.org/abs/2402.18945,
Test-Time Backdoor Attacks on Multimodal Large Language Models,arXiv,2402,"Dong Lu, Tianyu Pang, Chao Du, Qian Liu, Xianjun Yang, Min Lin",,https://arxiv.org/abs/2402.08577,https://sail-sg.github.io/AnyDoor/.
The last Dance : Robust backdoor attack via diffusion models and bayesian approach,arXiv,2402,Orson Mengara,"Preprint (Last update): audio backdoor attack on Hugging Face's Transformer pre-trained models. This attack incorporates state-of-the-art Bayesian techniques, a modified Fokker-Planck equation (via Yang-Mills), and a diffusion model approach",https://arxiv.org/abs/2402.05967,
Time-Distributed Backdoor Attacks on Federated Spiking Learning,arXiv,2402,"Gorka Abad, Stjepan Picek, Aitor Urbieta",,https://arxiv.org/abs/2402.02886,
Universal Post-Training Reverse-Engineering Defense Against Backdoors in Deep Neural Networks,arXiv,2402,"Xi Li, Hang Wang, David J. Miller, George Kesidis",,https://arxiv.org/abs/2402.02034,
VL-Trojan: Multimodal Instruction Backdoor Attacks against Autoregressive Visual Language Models,arXiv,2402,"Jiawei Liang, Siyuan Liang, Man Luo, Aishan Liu, Dongchen Han, Ee-Chien Chang, Xiaochun Cao",,https://arxiv.org/abs/2402.13851,
Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,arXiv,2402,"Wenkai Yang, Xiaohan Bi, Yankai Lin, Sishuo Chen, Jie Zhou, Xu Sun",The first two authors contribute equally. Code and data are available at https://github.com/lancopku/agent-backdoor-attacks,https://arxiv.org/abs/2402.11208,https://github.com/lancopku/agent-backdoor-attacks
A backdoor attack against link prediction tasks with graph neural networks,arXiv,2401,"Jiazhu Dai, Haoyu Sun",,https://arxiv.org/abs/2401.02663,
Adaptive Discounting of Training Time Attacks,arXiv,2401,"Ridhima Bector, Abhay Aradhya, Chai Quek, Zinovi Rabinovich","19 pages, 7 figures",https://arxiv.org/abs/2401.02652,"""bit.ly/github-rb-gDDPG""."
Backdoor Attack on Unpaired Medical Image-Text Foundation Models: A Pilot Study on MedCLIP,arXiv,2401,"Ruinan Jin, Chun-Yin Huang, Chenyu You, Xiaoxiao Li",Paper Accepted at the 2nd IEEE Conference on Secure and Trustworthy Machine Learning,https://arxiv.org/abs/2401.01911,
BackdoorBench: A Comprehensive Benchmark and Analysis of Backdoor Learning,arXiv,2401,"Baoyuan Wu, Hongrui Chen, Mingda Zhang, Zihao Zhu, Shaokui Wei, Danni Yuan, Mingli Zhu, Ruotong Wang, Li Liu, Chao Shen",,https://arxiv.org/abs/2401.15002,
BadChain: Backdoor Chain-of-Thought Prompting for Large Language Models,arXiv,2401,"Zhen Xiang, Fengqing Jiang, Zidi Xiong, Bhaskar Ramasubramanian, Radha Poovendran, Bo Li",Accepted to ICLR2024,https://arxiv.org/abs/2401.12242,
Can We Trust the Unlabeled Target Data? Towards Backdoor Attack and Defense on Model Adaptation,arXiv,2401,"Lijun Sheng, Jian Liang, Ran He, Zilei Wang, Tieniu Tan","11 pages, 4 figures",https://arxiv.org/abs/2401.06030,
Detecting Face Synthesis Using a Concealed Fusion Model,arXiv,2401,"Roberto Leyva, Victor Sanchez, Gregory Epiphaniou, Carsten Maple",,https://arxiv.org/abs/2401.04257,
End-to-End Anti-Backdoor Learning on Images and Time Series,arXiv,2401,"Yujing Jiang, Xingjun Ma, Sarah Monazam Erfani, Yige Li, James Bailey",,https://arxiv.org/abs/2401.03215,
"Federated Unlearning: A Survey on Methods, Design Guidelines, and Evaluation Metrics",arXiv,2401,"Nicolò Romandini, Alessio Mora, Carlo Mazzocca, Rebecca Montanari, Paolo Bellavista","23 pages, 8 figures, and 6 tables",https://arxiv.org/abs/2401.05146,
Hijacking Attacks against Neural Networks by Analyzing Training Data,arXiv,2401,"Yunjie Ge, Qian Wang, Huayang Huang, Qi Li, Cong Wang, Chao Shen, Lingchen Zhao, Peipei Jiang, Zheng Fang, Shenyi Zhang","Full version with major polishing, compared to the Usenix Security 2024 edition",https://arxiv.org/abs/2401.09740,
Imperio: Language-Guided Backdoor Attacks for Arbitrary Model Control,arXiv,2401,"Ka-Ho Chow, Wenqi Wei, Lei Yu",,https://arxiv.org/abs/2401.01085,
Inferring Properties of Graph Neural Networks,arXiv,2401,"Dat Nguyen, Hieu M. Vu, Cong-Thanh Le, Bach Le, David Lo, ThanhVu Nguyen, Corina Pasareanu","20 pages main paper, 10 pages for appendix",https://arxiv.org/abs/2401.03790,
Instructional Fingerprinting of Large Language Models,arXiv,2401,"Jiashu Xu, Fei Wang, Mingyu Derek Ma, Pang Wei Koh, Chaowei Xiao, Muhao Chen",Accepted at NAACL 2024; 30 pages,https://arxiv.org/abs/2401.12255,https://cnut1648.github.io/Model-Fingerprint/.
Learning Backdoors for Mixed Integer Programs with Contrastive Learning,arXiv,2401,"Junyang Cai, Taoan Huang, Bistra Dilkina",,https://arxiv.org/abs/2401.10467,
MEA-Defender: A Robust Watermark against Model Extraction Attack,arXiv,2401,"Peizhuo Lv, Hualong Ma, Kai Chen, Jiachen Zhou, Shengzhi Zhang, Ruigang Liang, Shenchen Zhu, Pan Li, Yingjun Zhang","To Appear in IEEE Symposium on Security and Privacy 2024 (IEEE S&P 2024), MAY 20-23, 2024, SAN FRANCISCO, CA, USA",https://arxiv.org/abs/2401.15239,
MalModel: Hiding Malicious Payload in Mobile Deep Learning Models with Black-box Backdoor Attack,arXiv,2401,"Jiayi Hua, Kailong Wang, Meizhen Wang, Guangdong Bai, Xiapu Luo, Haoyu Wang","Due to the limitation ""The abstract field cannot be longer than 1,920 characters"", the abstract here is shorter than that in the PDF file",https://arxiv.org/abs/2401.02659,
"Multi-Trigger Backdoor Attacks: More Triggers, More Threats",arXiv,2401,"Yige Li, Xingjun Ma, Jiabo He, Hanxun Huang, Yu-Gang Jiang",,https://arxiv.org/abs/2401.15295,
Object-oriented backdoor attack against image captioning,arXiv,2401,"Meiling Li, Nan Zhong, Xinpeng Zhang, Zhenxing Qian, Sheng Li",,https://arxiv.org/abs/2401.02600,
Sleeper Agents: Training Deceptive LLMs that Persist Through Safety Training,arXiv,2401,"Evan Hubinger, Carson Denison, Jesse Mu, Mike Lambert, Meg Tong, Monte MacDiarmid, Tamera Lanham, Daniel M. Ziegler, Tim Maxwell, Newton Cheng, Adam Jermyn, Amanda Askell, Ansh Radhakrishnan, Cem Anil, David Duvenaud, Deep Ganguli, Fazl Barez, Jack Clark, Kamal Ndousse, Kshitij Sachan, Michael Sellitto, Mrinank Sharma, Nova DasSarma, Roger Grosse, Shauna Kravec",updated to add missing acknowledgements,https://arxiv.org/abs/2401.05566,
Spy-Watermark: Robust Invisible Watermarking for Backdoor Attack,arXiv,2401,"Ruofei Wang, Renjie Wan, Zongyu Guo, Qing Guo, Rui Huang",Accepted by ICASSP2024,https://arxiv.org/abs/2401.02031,
TEN-GUARD: Tensor Decomposition for Backdoor Attack Detection in Deep Neural Networks,arXiv,2401,"Khondoker Murad Hossain, Tim Oates",,https://arxiv.org/abs/2401.05432,
The Art of Deception: Robust Backdoor Attack using Dynamic Stacking of Triggers,arXiv,2401,Orson Mengara,"Accepted by AAAI Workshop 2024, 8 pages",https://arxiv.org/abs/2401.01537,
"The Stronger the Diffusion Model, the Easier the Backdoor: Data Poisoning to Induce Copyright Breaches Without Adjusting Finetuning Pipeline",arXiv,2401,"Haonan Wang, Qianli Shen, Yao Tong, Yang Zhang, Kenji Kawaguchi","This study reveals that by subtly inserting non-copyright-infringing poisoning data into a diffusion model's training dataset, it's possible to trigger the model to generate copyrighted content, highlighting vulnerabilities in current copyright protection strategies",https://arxiv.org/abs/2401.04136,
TransTroj: Transferable Backdoor Attacks to Pre-trained Models via Embedding Indistinguishability,arXiv,2401,"Hao Wang, Tao Xiang, Shangwei Guo, Jialing He, Hangcheng Liu, Tianwei Zhang","13 pages, 16 figures, 5 tables",https://arxiv.org/abs/2401.15883,https://github.com/haowang-cqu/TransTroj
Universal Vulnerabilities in Large Language Models: Backdoor Attacks for In-context Learning,arXiv,2401,"Shuai Zhao, Meihuizi Jia, Luu Anh Tuan, Fengjun Pan, Jinming Wen",,https://arxiv.org/abs/2401.05949,
WPDA: Frequency-based Backdoor Attack with Wavelet Packet Decomposition,arXiv,2401,"Zhengyao Song, Yongqiang Li, Danni Yuan, Li Liu, Shaokui Wei, Baoyuan Wu","13 pages, 21 figures",https://arxiv.org/abs/2401.13578,
AI Control: Improving Safety Despite Intentional Subversion,arXiv,2312,"Ryan Greenblatt, Buck Shlegeris, Kshitij Sachan, Fabien Roger",Edit: Fix minor typos and clarify abstract,https://arxiv.org/abs/2312.06942,
BELT: Old-School Backdoor Attacks can Evade the State-of-the-Art Defense with Backdoor Exclusivity Lifting,arXiv,2312,"Huming Qiu, Junjie Sun, Mi Zhang, Xudong Pan, Min Yang","To Appear in the 45th IEEE Symposium on Security and Privacy, May 20-23, 2024",https://arxiv.org/abs/2312.04902,
Elijah: Eliminating Backdoors Injected in Diffusion Models via Distribution Shift,arXiv,2312,"Shengwei An, Sheng-Yen Chou, Kaiyuan Zhang, Qiuling Xu, Guanhong Tao, Guangyu Shen, Siyuan Cheng, Shiqing Ma, Pin-Yu Chen, Tsung-Yi Ho, Xiangyu Zhang",AAAI 2024,https://arxiv.org/abs/2312.00050,
FreqFed: A Frequency Analysis-Based Approach for Mitigating Poisoning Attacks in Federated Learning,arXiv,2312,"Hossein Fereidooni, Alessandro Pegoraro, Phillip Rieger, Alexandra Dmitrienko, Ahmad-Reza Sadeghi","To appear in the Network and Distributed System Security (NDSS) Symposium 2024. 16 pages, 8 figures, 12 tables, 1 algorithm, 3 equations",https://arxiv.org/abs/2312.04432,
Manipulating Trajectory Prediction with Backdoors,arXiv,2312,"Kaouther Messaoud, Kathrin Grosse, Mickael Chen, Matthieu Cord, Patrick Pérez, Alexandre Alahi","9 pages, 7 figures",https://arxiv.org/abs/2312.13863,
OCGEC: One-class Graph Embedding Classification for DNN Backdoor Detection,arXiv,2312,"Haoyu Jiang, Haiyang Yu, Nan Li, Ping Yi",v2,https://arxiv.org/abs/2312.01585,https://github.com/jhy549/OCGEC.
Performance-lossless Black-box Model Watermarking,arXiv,2312,"Na Zhao, Kejiang Chen, Weiming Zhang, Nenghai Yu",,https://arxiv.org/abs/2312.06488,
Synthesizing Physical Backdoor Datasets: An Automated Framework Leveraging Deep Generative Models,arXiv,2312,"Sze Jue Yang, Chinh D. La, Quang H. Nguyen, Kok-Seng Wong, Anh Tuan Tran, Chee Seng Chan, Khoa D. Doan",,https://arxiv.org/abs/2312.03419,
Universal Backdoor Attacks,arXiv,2312,"Benjamin Schneider, Nils Lukas, Florian Kerschbaum",Accepted for publication at ICLR 2024,https://arxiv.org/abs/2312.00157,https://github.com/Ben-Schneider-code/Universal-Backdoor-Attacks.
BadCLIP: Dual-Embedding Guided Backdoor Attack on Multimodal Contrastive Learning,arXiv,2311,"Siyuan Liang, Mingli Zhu, Aishan Liu, Baoyuan Wu, Xiaochun Cao, Ee-Chien Chang",The paper lacks some work that needs to be cited,https://arxiv.org/abs/2311.12075,
BadCLIP: Trigger-Aware Prompt Learning for Backdoor Attacks on CLIP,arXiv,2311,"Jiawang Bai, Kuofeng Gao, Shaobo Min, Shu-Tao Xia, Zhifeng Li, Wei Liu","14 pages, 6 figures",https://arxiv.org/abs/2311.16194,
Tabdoor: Backdoor Vulnerabilities in Transformer-based Neural Networks for Tabular Data,arXiv,2311,"Bart Pleiter, Behrad Tajalli, Stefanos Koffas, Gorka Abad, Jing Xu, Martha Larson, Stjepan Picek",,https://arxiv.org/abs/2311.07550,
Universal Jailbreak Backdoors from Poisoned Human Feedback,arXiv,2311,"Javier Rando, Florian Tramèr",Accepted as conference paper in ICLR 2024,https://arxiv.org/abs/2311.14455,
CBD: A Certified Backdoor Detector Based on Local Dominant Probability,arXiv,2310,"Zhen Xiang, Zidi Xiong, Bo Li",Accepted to NeurIPS 2023,https://arxiv.org/abs/2310.17498,
Composite Backdoor Attacks Against Large Language Models,arXiv,2310,"Hai Huang, Zhengyu Zhao, Michael Backes, Yun Shen, Yang Zhang","To Appear in Findings of the Association for Computational Linguistics: NAACL 2024, June 2024",https://arxiv.org/abs/2310.07676,
Defending Our Privacy With Backdoors,arXiv,2310,"Dominik Hintersdorf, Lukas Struppek, Daniel Neider, Kristian Kersting","18 pages, 11 figures",https://arxiv.org/abs/2310.08320,
Kick Bad Guys Out! Zero-Knowledge-Proof-Based Anomaly Detection in Federated Learning,arXiv,2310,"Shanshan Han, Wenxuan Wu, Baturalp Buyukates, Weizhao Jin, Qifan Zhang, Yuhang Yao, Salman Avestimehr, Chaoyang He",,https://arxiv.org/abs/2310.04055,
PETA: Parameter-Efficient Trojan Attacks,arXiv,2310,"Lauren Hong, Ting Wang",,https://arxiv.org/abs/2310.00648,
VFLAIR: A Research Library and Benchmark for Vertical Federated Learning,arXiv,2310,"Tianyuan Zou, Zixuan Gu, Yu He, Hideaki Takahashi, Yang Liu, Ya-Qin Zhang","39 pages, 22 figures, 19 tabels",https://arxiv.org/abs/2310.09827,"https://github.com/FLAIR-THU/VFLAIR),"
Watch Out! Simple Horizontal Class Backdoors Can Trivially Evade Defenses,arXiv,2310,"Hua Ma, Shang Wang, Yansong Gao, Zhi Zhang, Huming Qiu, Minhui Xue, Alsharif Abuadbba, Anmin Fu, Surya Nepal, Derek Abbott",To Appear in the 31st ACM Conference on Computer and Communications Security,https://arxiv.org/abs/2310.00542,
One-to-Multiple Clean-Label Image Camouflage (OmClic) based Backdoor Attack on Deep Learning,arXiv,2309,"Guohong Wang, Hua Ma, Yansong Gao, Alsharif Abuadbba, Zhi Zhang, Wei Kang, Said F. Al-Sarawib, Gongxuan Zhang, Derek Abbott",,https://arxiv.org/abs/2309.04036,
Resisting Backdoor Attacks in Federated Learning via Bidirectional Elections and Individual Perspective,arXiv,2309,"Zhen Qin, Feiyi Chen, Chen Zhi, Xueqiang Yan, Shuiguang Deng",Accepted by AAAI 2024. Codes are publicly available at https://github.com/zhenqincn/Snowball,https://arxiv.org/abs/2309.16456,https://github.com/zhenqincn/Snowball
Safe and Robust Watermark Injection with a Single OoD Image,arXiv,2309,"Shuyang Yu, Junyuan Hong, Haobo Zhang, Haotao Wang, Zhangyang Wang, Jiayu Zhou",,https://arxiv.org/abs/2309.01786,
Seeing Is Not Always Believing: Invisible Collision Attack and Defence on Pre-Trained Models,arXiv,2309,"Minghang Deng, Zhong Zhang, Junming Shao","10 pages, 4 figures",https://arxiv.org/abs/2309.13579,
VDC: Versatile Data Cleanser based on Visual-Linguistic Inconsistency by Multimodal Large Language Models,arXiv,2309,"Zihao Zhu, Mingda Zhang, Shaokui Wei, Bingzhe Wu, Baoyuan Wu",Accepted to ICLR 2024,https://arxiv.org/abs/2309.16211,\url{https://github.com/zihao-ai/vdc}.
Backdoor Federated Learning by Poisoning Backdoor-Critical Layers,arXiv,2308,"Haomin Zhuang, Mingxian Yu, Hao Wang, Yang Hua, Jian Li, Xu Yuan",Accepted to ICLR'24,https://arxiv.org/abs/2308.04466,
Breaking Speaker Recognition with PaddingBack,arXiv,2308,"Zhe Ye, Diqun Yan, Li Dong, Kailai Shen",,https://arxiv.org/abs/2308.04179,
"DFB: A Data-Free, Low-Budget, and High-Efficacy Clean-Label Backdoor Attack",arXiv,2308,"Binhao Ma, Jiahui Wang, Dejun Wang, Bo Meng",,https://arxiv.org/abs/2308.09487,
Adversarial Feature Map Pruning for Backdoor,arXiv,2307,"Dong Huang, Qingwen Bu",Accepted to ICLR 2024,https://arxiv.org/abs/2307.11565,https://github.com/retsuh-bqw/FMP.
Backdooring Instruction-Tuned Large Language Models with Virtual Prompt Injection,arXiv,2307,"Jun Yan, Vikas Yadav, Shiyang Li, Lichang Chen, Zheng Tang, Hai Wang, Vijay Srinivasan, Xiang Ren, Hongxia Jin",Accepted to NAACL 2024. Project page: https://poison-llm.github.io,https://arxiv.org/abs/2307.16888,https://poison-llm.github.io.
FedDefender: Backdoor Attack Defense in Federated Learning,arXiv,2307,"Waris Gill, Ali Anwar, Muhammad Ali Gulzar",Published in SE4SafeML 2023 (co-located with FSE 2023). See https://dl.acm.org/doi/abs/10.1145/3617574.3617858,https://arxiv.org/abs/2307.08672,
QDoor: Exploiting Approximate Synthesis for Backdoor Attacks in Quantum Neural Networks,arXiv,2307,"Cheng Chu, Fan Chen, Philip Richerme, Lei Jiang",,https://arxiv.org/abs/2307.09529,
Risk-optimized Outlier Removal for Robust 3D Point Cloud Classification,arXiv,2307,"Xinke Li, Junchi Lu, Henghui Ding, Changsheng Sun, Joey Tianyi Zhou, Chee Yeow Meng",,https://arxiv.org/abs/2307.10875,
A Proxy Attack-Free Strategy for Practically Improving the Poisoning Efficiency in Backdoor Attacks,arXiv,2306,"Ziqiang Li, Hong Sun, Pengfei Xia, Beihao Xia, Xue Rui, Wei Zhang, Qinglang Guo, Bin Li",Under review,https://arxiv.org/abs/2306.08313,
"Edge Learning for 6G-enabled Internet of Things: A Comprehensive Survey of Vulnerabilities, Datasets, and Defenses",arXiv,2306,"Mohamed Amine Ferrag, Othmane Friha, Burak Kantarci, Norbert Tihanyi, Lucas Cordeiro, Merouane Debbah, Djallel Hamouda, Muna Al-Hawawreh, Kim-Kwang Raymond Choo",This paper has been accepted for publication in IEEE Communications Surveys \& Tutorials,https://arxiv.org/abs/2306.10309,
Efficient Backdoor Attacks for Deep Neural Networks in Real-world Scenarios,arXiv,2306,"Ziqiang Li, Hong Sun, Pengfei Xia, Heng Li, Beihao Xia, Yi Wu, Bin Li",ICLR 2024,https://arxiv.org/abs/2306.08386,https://github.com/sunh1113/Efficient-backdoor-attacks-for-deep-neural-networks-in-real-world-scenarios
Machine Learning needs Better Randomness Standards: Randomised Smoothing and PRNG-based attacks,arXiv,2306,"Pranav Dahiya, Ilia Shumailov, Ross Anderson",USENIX Security 2024 (https://www.usenix.org/conference/usenixsecurity24/presentation/dahiya),https://arxiv.org/abs/2306.14043,
"Versatile Backdoor Attack with Visible, Semantic, Sample-Specific, and Compatible Triggers",arXiv,2306,"Ruotong Wang, Hongrui Chen, Zihao Zhu, Li Liu, Baoyuan Wu",,https://arxiv.org/abs/2306.00816,
From Shortcuts to Triggers: Backdoor Defense with Denoised PoE,arXiv,2305,"Qin Liu, Fei Wang, Chaowei Xiao, Muhao Chen",Accepted by NAACL 2024 Main Conference,https://arxiv.org/abs/2305.14910,
Instructions as Backdoors: Backdoor Vulnerabilities of Instruction Tuning for Large Language Models,arXiv,2305,"Jiashu Xu, Mingyu Derek Ma, Fei Wang, Chaowei Xiao, Muhao Chen",NAACL 2024,https://arxiv.org/abs/2305.14710,
Model Sparsity Can Simplify Machine Unlearning,arXiv,2304,"Jinghan Jia, Jiancheng Liu, Parikshit Ram, Yuguang Yao, Gaowen Liu, Yang Liu, Pranay Sharma, Sijia Liu",NeurIPS'23 spotlight,https://arxiv.org/abs/2304.04934,https://github.com/OPTML-Group/Unlearn-Sparse.
RSBA: Robust Statistical Backdoor Attack under Privilege-Constrained Scenarios,arXiv,2304,"Xiaolei Liu, Ming Yi, Kangyi Ding, Bangzhou Xin, Yixiao Xu, Li Yan, Chao Shen","11 pages, 10 figures",https://arxiv.org/abs/2304.10985,
Influencer Backdoor Attack on Semantic Segmentation,arXiv,2303,"Haoheng Lan, Jindong Gu, Philip Torr, Hengshuang Zhao",,https://arxiv.org/abs/2303.12054,
Analyzing And Editing Inner Mechanisms Of Backdoored Language Models,arXiv,2302,"Max Lamparth, Anka Reuel",Final version accepted at FAccT 24,https://arxiv.org/abs/2302.12461,
Attacks in Adversarial Machine Learning: A Systematic Survey from the Life-cycle Perspective,arXiv,2302,"Baoyuan Wu, Zihao Zhu, Li Liu, Qingshan Liu, Zhaofeng He, Siwei Lyu","35 pages, 4 figures, 10 tables, 313 reference papers",https://arxiv.org/abs/2302.09457,
Provable Robustness Against a Union of $\ell_0$ Adversarial Attacks,arXiv,2302,"Zayd Hammoudeh, Daniel Lowd",Accepted at AAAI 2024 -- Extended version including the supplementary material,https://arxiv.org/abs/2302.11628,
SATBA: An Invisible Backdoor Attack Based On Spatial Attention,arXiv,2302,"Huasong Zhou, Xiaowei Xu, Xiaodong Wang, Leon Bevan Bullock","9 pages, 9 figures",https://arxiv.org/abs/2302.13056,
Sneaky Spikes: Uncovering Stealthy Backdoor Attacks in Spiking Neural Networks with Neuromorphic Data,arXiv,2302,"Gorka Abad, Oguzhan Ersoy, Stjepan Picek, Aitor Urbieta",To appear in Network and Distributed System Security (NDSS) Symposium 2024,https://arxiv.org/abs/2302.06279,
Gradient Shaping: Enhancing Backdoor Attack Against Reverse Engineering,arXiv,2301,"Rui Zhu, Di Tang, Siyuan Tang, Guanhong Tao, Shiqing Ma, Xiaofeng Wang, Haixu Tang",,https://arxiv.org/abs/2301.12318,
PECAN: A Deterministic Certified Defense Against Backdoor Attacks,arXiv,2301,"Yuhao Zhang, Aws Albarghouthi, Loris D'Antoni",,https://arxiv.org/abs/2301.11824,
CorruptEncoder: Data Poisoning based Backdoor Attacks to Contrastive Learning,arXiv,2211,"Jinghuai Zhang, Hongbin Liu, Jinyuan Jia, Neil Zhenqiang Gong",CVPR 2024,https://arxiv.org/abs/2211.08229,
Navigation as Attackers Wish? Towards Building Robust Embodied Agents under Federated Learning,arXiv,2211,"Yunchao Zhang, Zonglin Di, Kaiwen Zhou, Cihang Xie, Xin Eric Wang",,https://arxiv.org/abs/2211.14769,
BAFFLE: Hiding Backdoors in Offline Reinforcement Learning Datasets,arXiv,2210,"Chen Gong, Zhou Yang, Yunpeng Bai, Junda He, Jieke Shi, Kecen Li, Arunesh Sinha, Bowen Xu, Xinwen Hou, David Lo, Tianhao Wang",Accepted at IEEE S&P (Oakland) 2024,https://arxiv.org/abs/2210.04688,
ImpNet: Imperceptible and blackbox-undetectable backdoors in compiled neural networks,arXiv,2210,"Eleanor Clifford, Ilia Shumailov, Yiren Zhao, Ross Anderson, Robert Mullins","10 pages, 7 figures, to be published in IEEE Secure and Trustworthy Machine Learning 2024. For website see https://ml.backdoors.uk . For source code, see https://git.sr.ht/~tim-clifford/impnet_source",https://arxiv.org/abs/2210.00108,
Invariant Aggregator for Defending against Federated Backdoor Attacks,arXiv,2210,"Xiaoyang Wang, Dimitrios Dimitriadis, Sanmi Koyejo, Shruti Tople",AISTATS 2024 camera-ready,https://arxiv.org/abs/2210.01834,
Causal Intervention for Fairness in Multi-behavior Recommendation,arXiv,2209,"Xi Wang, Wenjie Wang, Fuli Feng, Wenge Rong, Chuantao Yin, Zhang Xiong",This paper is accepted by IEEE Transactions on Computational Social Systems,https://arxiv.org/abs/2209.04589,
SSL-WM: A Black-Box Watermarking Approach for Encoders Pre-trained by Self-supervised Learning,arXiv,2209,"Peizhuo Lv, Pan Li, Shenchen Zhu, Shengzhi Zhang, Kai Chen, Ruigang Liang, Chang Yue, Fan Xiang, Yuling Cai, Hualong Ma, Yingjun Zhang, Guozhu Meng","To Appear in the Network and Distributed System Security (NDSS) Symposium 2024, 26 February - 1 March 2024, San Diego, CA, USA",https://arxiv.org/abs/2209.03563,
Machine Learning Security against Data Poisoning: Are We There Yet?,arXiv,2204,"Antonio Emanuele Cinà, Kathrin Grosse, Ambra Demontis, Battista Biggio, Fabio Roli, Marcello Pelillo","preprint, 10 pages, 3 figures. Paper accepted to the IEEE Computer - Special Issue on Trustworthy AI",https://arxiv.org/abs/2204.05986,
